"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","plantid","trt","death_year","state","psurvival","life_st","pflower","proc.note","No.leavesT1","No.umbelsT1","pflowerT1","psurvivalT1","pflowerTminus1"
2018,12,3551,11,"H","1",13,13,0,NA,"","3551_12","irrigated",2019,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,1
2019,12,3551,11,"H","0",NA,NA,NA,NA,"no plant","3551_12","irrigated",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2018,14,3551,18,"C","1",9,9,0,NA,"","3551_14","drought",2021,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2019,14,3551,18,"C","0",NA,NA,NA,NA,"no plant","3551_14","drought",2021,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2020,14,3551,18,"C",NA,NA,NA,NA,NA,"","3551_14","drought",2021,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2021,14,3551,18,"C","0",NA,NA,NA,NA,"NP, tag says 3351","3551_14","drought",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,1,3553,7,"C","5",NA,15.5,1,"4.8","","3553_1","irrigated",2020,"alive",1,"Flowering",1,NA,"3",0,0,1,NA
2017,1,3553,7,"C","3",NA,9,0,NA,"","3553_1","irrigated",2020,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2018,1,3553,7,"C","0",NA,NA,NA,NA,"no plant","3553_1","irrigated",2020,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2019,1,3553,7,"C","1",NA,6,0,NA,"","3553_1","irrigated",2020,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2020,1,3553,7,"C","0",NA,NA,NA,NA,"no plant","3553_1","irrigated",2020,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,1,3554,5,"I","5",NA,12.5,2,"3.6","","3554_1","irrigated",2021,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2017,1,3554,5,"I","4",NA,12.6,1,"4","","3554_1","irrigated",2021,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2018,1,3554,5,"I","5",12.5,14,3,"2.5","","3554_1","irrigated",2021,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2019,1,3554,5,"I","3",14,12,1,"3","","3554_1","irrigated",2021,"alive",1,"Flowering",1,NA,"6",4,1,1,1
2020,1,3554,5,"I","6",20,4.2,4,"SOS","","3554_1","irrigated",2021,"alive",1,"Flowering",1,NA,NA,NA,NA,0,1
2021,1,3554,5,"I",NA,NA,NA,NA,NA,"NPNT","3554_1","irrigated",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,4,3555,11,"J","13",NA,11.7,1,"8.5","Diversity plot, leaves dead","3555_4","irrigated",2023,"alive",1,"Flowering",1,NA,"3",1,1,1,NA
2017,4,3555,11,"J","3",NA,12,1,"3","Diversity Plot","3555_4","irrigated",2023,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2018,4,3555,11,"J","4",29.5,21.5,1,"4.9","","3555_4","irrigated",2023,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2019,4,3555,11,"J","3",28,14,1,"2.5","Diversity plot","3555_4","irrigated",2023,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2020,4,3555,11,"J","3",21,13.5,1,"2.5","diversity plot","3555_4","irrigated",2023,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2021,4,3555,11,"J","3",33,17,1,"3","","3555_4","irrigated",2023,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2022,4,3555,11,"J","4",46,20,1,"4","","3555_4","irrigated",2023,"alive",1,"Flowering",1,NA,NA,NA,NA,0,1
2023,4,3555,11,"J",NA,NA,NA,NA,NA,"NPNT. 11J.","3555_4","irrigated",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2019,14,3556,15,"H","2",20.5,15.5,1,"3","","3556_14","drought",NA,"alive",1,"Flowering",1,NA,"4",3,1,1,NA
2020,14,3556,15,"H","4",41,24.5,3,"SOS","","3556_14","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2021,14,3556,15,"H","3",34,18.5,2,"SOS","","3556_14","drought",NA,"alive",1,"Flowering",1,NA,"4",3,1,1,1
2022,14,3556,15,"H","4",49,16,3,"SOS","","3556_14","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2023,14,3556,15,"H","4",60,19,2,"SOS","","3556_14","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2024,14,3556,15,"H","5",34.5,17.5,3,"9","","3556_14","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2025,14,3556,15,"H","2",NA,NA,0,NA,"leaves eaten","3556_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2021,13,3559,4,"C","1",NA,16,0,NA,"","3559_13","control",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2022,13,3559,4,"C","0",NA,NA,NA,NA,"NP, next to 7537","3559_13","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2017,5,3560,3,"B","4",NA,8,1,"4","","3560_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2018,5,3560,3,"B","2",9,6,1,"1.5","","3560_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2019,5,3560,3,"B","1",NA,10,0,NA,"","3560_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2020,5,3560,3,"B","0",NA,NA,NA,NA,"no plant","3560_5","drought",NA,"dormant",1,"Dormant",NA,NA,"2",1,1,1,0
2021,5,3560,3,"B","2",16.5,9,1,"3","","3560_5","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2022,5,3560,3,"B","4",28,14,1,"4","nex to 3820, close to 3D","3560_5","drought",NA,"alive",1,"Flowering",1,NA,"6",5,1,1,1
2023,5,3560,3,"B","6",23,11.5,5,"SOS","some leaves and umbels eaten. Next to 3820, near 3D.","3560_5","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2024,5,3560,3,"B","4",19.5,15.5,1,"3","","3560_5","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,5,3560,3,"B","3",13,10,1,"2.5","closer to 3C","3560_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2021,2,3562,19,"I","1",NA,14,0,NA,"","3562_2","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,2,3562,19,"I","2",16.5,11.5,1,"3","","3562_2","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,0
2023,2,3562,19,"I","1",18,11,1,"3.5","","3562_2","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2024,2,3562,19,"I","1",NA,12,0,NA,"","3562_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2025,2,3562,19,"I","2",NA,15,0,NA,"","3562_2","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2016,4,3563,15,"H","16",NA,6.9,2,"7","Diversity plot","3563_4","irrigated",2023,"alive",1,"Flowering",1,NA,"5",3,1,1,NA
2017,4,3563,15,"H","5",NA,10,3,"3","Diversity Plot","3563_4","irrigated",2023,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2018,4,3563,15,"H","2",13,15.5,1,"2.3","","3563_4","irrigated",2023,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2019,4,3563,15,"H","3",42,21,1,"5.5","Diversity plot","3563_4","irrigated",2023,"alive",1,"Flowering",1,NA,"5",2,1,1,1
2020,4,3563,15,"H","5",51.5,18.5,2,"SOS","diversity plot","3563_4","irrigated",2023,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2021,4,3563,15,"H","4",51,18,2,"SOS","","3563_4","irrigated",2023,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2022,4,3563,15,"H","4",63,22,1,"5.5","","3563_4","irrigated",2023,"alive",1,"Flowering",1,NA,NA,NA,NA,0,1
2023,4,3563,15,"H",NA,NA,NA,NA,NA,"NPNT. 15H.","3563_4","irrigated",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,13,3565,19,"F","4",NA,6.1,1,"2.1","","3565_13","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2017,13,3565,19,"F","1",NA,6.5,0,NA,"","3565_13","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2018,13,3565,19,"F","1",12,12,0,NA,"","3565_13","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2019,13,3565,19,"F","2",13,13,1,"2","","3565_13","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2020,13,3565,19,"F",NA,NA,NA,NA,NA,"","3565_13","control",NA,NA,NA,NA,NA,NA,"2",0,0,1,1
2021,13,3565,19,"F","2",NA,16,0,NA,"","3565_13","control",NA,"alive",1,"Vegetative",0,NA,"2",3,1,1,NA
2022,13,3565,19,"F","2",21,15,3,"SOS","","3565_13","control",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,0
2023,13,3565,19,"F","5",36,15,3,"SOS","","3565_13","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2024,13,3565,19,"F","1",NA,12,0,NA,"plant 3cm from tag","3565_13","control",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2025,13,3565,19,"F","3",NA,16.5,0,NA,"","3565_13","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2017,5,3566,13,"H","2",NA,8.5,2,"2.5","","3566_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2018,5,3566,13,"H","1",10,10,0,NA,"","3566_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2019,5,3566,13,"H","0",NA,NA,NA,NA,"no plant","3566_5","drought",NA,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2020,5,3566,13,"H",NA,NA,NA,NA,NA,"","3566_5","drought",NA,NA,NA,NA,NA,NA,"1",0,0,1,NA
2021,5,3566,13,"H","1",NA,9,0,NA,"","3566_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2022,5,3566,13,"H",NA,NA,NA,NA,NA,"NPNT","3566_5","drought",NA,NA,NA,NA,NA,NA,"2",1,1,1,0
2023,5,3566,13,"H","2",22,11,1,"4","","3566_5","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,NA
2024,5,3566,13,"H","0",NA,NA,NA,NA,"NP","3566_5","drought",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2025,5,3566,13,"H","1",NA,13,0,NA,"","3566_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2016,1,3567,3,"I","3",NA,12.6,0,NA,"","3567_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,NA
2017,1,3567,3,"I","3",NA,12,0,NA,"","3567_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,0
2018,1,3567,3,"I","3",11,11,0,NA,"","3567_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",1,1,1,0
2019,1,3567,3,"I","1",12,2,1,"2","","3567_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2020,1,3567,3,"I","1",NA,12.7,0,NA,"","3567_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,1
2021,1,3567,3,"I","3",21.5,17,2,"4","","3567_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",2,1,1,0
2022,1,3567,3,"I","2",46.5,14,2,"SOS","","3567_1","irrigated",NA,"alive",1,"Flowering",1,NA,"5",4,1,1,1
2023,1,3567,3,"I","5",35,19,4,"SOS","","3567_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",2,1,1,1
2024,1,3567,3,"I","2",37,8.5,2,"5.5","","3567_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,1,3567,3,"I","2",22.5,22,1,"3","","3567_1","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2017,3,3568,2,"C","2",NA,7,0,NA,"","3568_3","control",2024,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2018,3,3568,2,"C","2",18,18,0,NA,"","3568_3","control",2024,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2019,3,3568,2,"C","0",NA,NA,NA,NA,"","3568_3","control",2024,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2020,3,3568,2,"C","1",NA,10.8,0,NA,"","3568_3","control",2024,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2021,3,3568,2,"C","2",NA,16,0,NA,"","3568_3","control",2024,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2022,3,3568,2,"C","0",NA,NA,NA,NA,"NP - dactylis clump","3568_3","control",2024,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2023,3,3568,2,"C","1",NA,16,0,NA,"in dactylis clump. Plant is alive!","3568_3","control",2024,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2024,3,3568,2,"C","0",NA,NA,NA,NA,"NP; not in Dactylis","3568_3","control",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,6,3570,19,"F","12",NA,10.5,1,"3.4","Dead leaves","3570_6","irrigated",NA,"alive",1,"Flowering",1,NA,"6",4,1,1,NA
2017,6,3570,19,"F","6",NA,15,4,"4","","3570_6","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2018,6,3570,19,"F","1",13,13,0,NA,"","3570_6","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",1,1,1,1
2019,6,3570,19,"F","1",17,6.5,1,"2.5","","3570_6","irrigated",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,0
2020,6,3570,19,"F","1",19.5,NA,1,"2.9","no leaves-weird","3570_6","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2021,6,3570,19,"F","1",NA,8,0,NA,"","3570_6","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2022,6,3570,19,"F","1",NA,20,0,NA,"","3570_6","irrigated",NA,"alive",1,"Vegetative",0,NA,"4",2,1,1,0
2023,6,3570,19,"F","4",28,14,2,"SOS","","3570_6","irrigated",NA,"alive",1,"Flowering",1,NA,"1",NA,NA,1,0
2024,6,3570,19,"F","1",NA,14.5,NA,NA,"shouldn't be in phen?","3570_6","irrigated",NA,"alive",1,NA,NA,NA,"3",1,1,1,1
2025,6,3570,19,"F","3",20,13,1,"3","","3570_6","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA
2016,4,3571,6,"J","20",NA,10.5,3,"10.2","3 stalks","3571_4","irrigated",2019,"alive",1,"Flowering",1,NA,"2",1,1,1,NA
2017,4,3571,6,"J","2",NA,9,1,"1.5","","3571_4","irrigated",2019,"alive",1,"Flowering",1,NA,"3",0,0,1,1
2018,4,3571,6,"J","3",19,19,0,NA,"","3571_4","irrigated",2019,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,1
2019,4,3571,6,"J","0",NA,NA,NA,NA,"no plant","3571_4","irrigated",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2019,1,3572,18,"H","1",NA,8.5,0,NA,"","3572_1","irrigated",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,1,3572,18,"H",NA,NA,NA,NA,NA,"","3572_1","irrigated",2022,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,1,3572,18,"H","1",NA,14.5,0,NA,"","3572_1","irrigated",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2022,1,3572,18,"H","0",NA,NA,NA,NA,"NP","3572_1","irrigated",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,13,3573,18,"D","1",NA,7.1,0,NA,"","3573_13","control",2018,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,13,3573,18,"D","1",NA,6,0,NA,"","3573_13","control",2018,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2018,13,3573,18,"D","0",NA,NA,NA,NA,"no plant","3573_13","control",2018,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,2,3574,0,"A","6",NA,8.3,1,"1.2","","3574_2","control",2021,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2017,2,3574,0,"A","2",NA,9,0,NA,"","3574_2","control",2021,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2018,2,3574,0,"A","2",7,7,0,NA,"","3574_2","control",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,2,3574,0,"A","1",NA,5,0,NA,"","3574_2","control",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,2,3574,0,"A","1",NA,7.3,0,NA,"","3574_2","control",2021,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2021,2,3574,0,"A","0",NA,NA,NA,NA,"NP","3574_2","control",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,14,3575,19,"G","3",NA,3.7,0,NA,"","3575_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2017,14,3575,19,"G","2",NA,13.5,0,NA,"","3575_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,14,3575,19,"G","1",13.5,13.5,0,NA,"","3575_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2019,14,3575,19,"G","3",17.5,7,1,"5","","3575_14","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2020,14,3575,19,"G",NA,NA,NA,NA,NA,"","3575_14","drought",NA,NA,NA,NA,NA,NA,"1",0,0,1,1
2021,14,3575,19,"G","1",NA,12,0,NA,"","3575_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,14,3575,19,"G","2",20,12.5,1,"3","","3575_14","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2023,14,3575,19,"G","0",NA,NA,NA,NA,"NP","3575_14","drought",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2024,14,3575,19,"G","1",NA,19.5,0,NA,"","3575_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2025,14,3575,19,"G","1",NA,20.5,0,NA,"outside plot","3575_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2016,2,3576,1,"B","9",NA,6.7,2,"2.3","Measured for only 1 m2","3576_2","control",2020,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2017,2,3576,1,"B","4",NA,7,1,"1","","3576_2","control",2020,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,2,3576,1,"B","3",9,11.5,1,"2","","3576_2","control",2020,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2019,2,3576,1,"B","2",3.5,5.5,1,"1","","3576_2","control",2020,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2020,2,3576,1,"B","0",NA,NA,NA,NA,"no plant","3576_2","control",2020,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2017,5,3577,13,"G","3",NA,11,2,"3","","3577_5","drought",2022,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2018,5,3577,13,"G","1",11,11,0,NA,"","3577_5","drought",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2019,5,3577,13,"G","0",NA,NA,NA,NA,"no plant","3577_5","drought",2022,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2020,5,3577,13,"G",NA,NA,NA,NA,NA,"","3577_5","drought",2022,NA,NA,NA,NA,NA,"1",0,0,1,NA
2021,5,3577,13,"G","1",NA,10.5,0,NA,"","3577_5","drought",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2022,5,3577,13,"G","0",NA,NA,NA,NA,"NP","3577_5","drought",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,12,3578,15,"A","5",NA,4.1,0,NA,"","3578_12","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",2,1,1,NA
2017,12,3578,15,"A","2",NA,9.5,2,"2.2","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,0
2018,12,3578,15,"A","3",10,9.5,1,"2.5","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2019,12,3578,15,"A","3",19.5,11.5,2,"3","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2020,12,3578,15,"A","1",12.2,8.2,1,"2.2","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2021,12,3578,15,"A","4",20,8,2,"SOS","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"7",3,1,1,1
2022,12,3578,15,"A","7",45,17,3,"SOS","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"7",4,1,1,1
2023,12,3578,15,"A","7",44,19.5,4,"SOS","1 umbel dead","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"6",4,1,1,1
2024,12,3578,15,"A","6",41,16.5,4,"16.5","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2025,12,3578,15,"A","3",15,20,1,"5","","3578_12","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,15,3581,15,"I","7",NA,11.5,1,"4","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,NA
2017,15,3581,15,"I","3",NA,21,1,"3.5","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,15,3581,15,"I","3",14,7.5,1,"3","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,1
2019,15,3581,15,"I","4",13,17,1,"2","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2020,15,3581,15,"I",NA,NA,NA,NA,NA,"","3581_15","drought",NA,NA,NA,NA,NA,NA,"4",2,1,1,1
2021,15,3581,15,"I","4",14.5,20,2,"SOS","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,NA
2022,15,3581,15,"I","4",36,21,2,"SOS","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,"7",3,1,1,1
2023,15,3581,15,"I","7",36.5,22,3,"SOS","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2024,15,3581,15,"I","4",34.5,24.5,2,"10","","3581_15","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2025,15,3581,15,"I","1",NA,16,0,NA,"","3581_15","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2017,1,3583,1,"I","1",NA,12,0,NA,"","3583_1","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2018,1,3583,1,"I",NA,NA,NA,NA,NA,"no plant no tag","3583_1","irrigated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019,1,3583,1,"I",NA,NA,NA,NA,NA,"NPNT","3583_1","irrigated",NA,NA,NA,NA,NA,NA,"1",0,0,1,NA
2020,1,3583,1,"I","1",NA,13,0,NA,"","3583_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,NA
2021,1,3583,1,"I","3",26,17.5,1,"3.5","","3583_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2022,1,3583,1,"I","2",49,14.5,1,"4.5","","3583_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2023,1,3583,1,"I","3",28,17,1,"5","","3583_1","irrigated",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,1,3583,1,"I","3",45.5,17.5,2,"5","second umbel bud","3583_1","irrigated",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2025,1,3583,1,"I","1",NA,24,0,NA,"","3583_1","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2016,2,3584,7,"F","4",NA,8.2,2,"2.7","","3584_2","control",2022,"alive",1,"Flowering",1,NA,"5",1,1,1,NA
2017,2,3584,7,"F","5",NA,8,1,"3","","3584_2","control",2022,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2018,2,3584,7,"F","3",11.5,11.5,1,"3.1","","3584_2","control",2022,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2019,2,3584,7,"F","3",16.5,10,1,"3","","3584_2","control",2022,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2020,2,3584,7,"F","2",NA,9.1,0,NA,"","3584_2","control",2022,"alive",1,"Vegetative",0,NA,"5",2,1,1,1
2021,2,3584,7,"F","5",20,15,2,"2.5","","3584_2","control",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2022,2,3584,7,"F","0",NA,NA,NA,NA,"NP","3584_2","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,2,3585,3,"C","3",NA,8.1,0,NA,"","3585_2","control",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,1,NA
2017,2,3585,NA,NA,NA,NA,NA,NA,NA,NA,"3585_2","control",NA,NA,1,NA,NA,"plant missed in demo due to tag mishaps; surv imputed","3",0,0,1,0
2018,2,3585,3,"C","3",15,15,0,NA,"found plant with unlisted tag ","3585_2","control",2022,"alive",1,"Vegetative",0,NA,"2",2,1,1,NA
2019,2,3585,3,"C","2",18.5,9,2,"3.5","","3585_2","control",2022,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2020,2,3585,3,"C",NA,NA,NA,NA,NA,"NPNT","3585_2","control",2022,NA,NA,NA,NA,NA,"2",1,1,1,1
2021,2,3585,3,"C","2",33,19.5,1,"4.5","","3585_2","control",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,0,NA
2022,2,3585,3,"C","0",NA,NA,NA,NA,"NP","3585_2","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,14,3587,19,"C","3",NA,3.8,0,NA,"","3587_14","drought",2019,"alive",1,"Vegetative",0,NA,"2",0,0,1,NA
2017,14,3587,19,"C","2",NA,10,0,NA,"","3587_14","drought",2019,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2018,14,3587,19,"C","2",19,19,0,NA,"","3587_14","drought",2019,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2019,14,3587,19,"C","0",NA,NA,NA,NA,"no plant","3587_14","drought",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2021,2,3588,11,"F","1",NA,12,0,NA,"replacing 3171","3588_2","control",2024,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,2,3588,11,"F","1",NA,13,0,NA,"2021: was replacing 3171. 2022: Different plant from 3171","3588_2","control",2024,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2023,2,3588,11,"F","3",25,14,1,"3","not tracking phenology","3588_2","control",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2024,2,3588,11,"F","0",NA,NA,NA,NA,"NP","3588_2","control",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2021,13,3590,9,"C","2",NA,9,0,NA,"","3590_13","control",NA,"alive",1,"Vegetative",0,NA,"1",1,1,1,NA
2022,13,3590,9,"C","1",19.5,9.5,1,"2.5","","3590_13","control",NA,"alive",1,"Flowering",1,NA,"0",1,1,1,0
2023,13,3590,9,"C","0",NA,NA,1,NA,"had a bud on 5/4, but now plant is gone","3590_13","control",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
